gene,term,description,domain
CHAFR746836.1.1_0010650.1,GO:0004674,protein serine/threonine kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010650.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010660.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010670.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010670.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0010700.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010700.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010720.1,GO:0006418,tRNA aminoacylation for protein translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010720.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010720.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010720.1,GO:0004812,aminoacyl-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010720.1,GO:0006422,aspartyl-tRNA aminoacylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010720.1,GO:0004815,aspartate-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010720.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0010720.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010740.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010740.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010750.1,GO:0035434,copper ion transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010750.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0010750.1,GO:0005375,copper ion transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010760.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010760.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010780.1,GO:0016614,oxidoreductase activity, acting on CH-OH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010780.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010780.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010800.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010810.1,GO:0016763,transferase activity, transferring pentosyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010820.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010820.1,GO:0005509,calcium ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010820.1,GO:0003779,actin binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010830.1,GO:0008061,chitin binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010830.1,GO:0016810,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010830.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010830.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010860.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0010860.1,GO:0015171,amino acid transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010860.1,GO:0003333,amino acid transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010860.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010860.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010870.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010890.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010890.1,GO:0016747,transferase activity, transferring acyl groups other than amino-acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010890.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010890.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010900.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010930.1,GO:0019205,nucleobase-containing compound kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010930.1,GO:0006139,nucleobase-containing compound metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010930.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010930.1,GO:0004017,adenylate kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010950.1,GO:0006396,RNA processing,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010950.1,GO:0003723,RNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010950.1,GO:0004000,adenosine deaminase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010960.1,GO:0022891,substrate-specific transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010960.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0010960.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010960.1,GO:0022857,transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010960.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0010960.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0010960.1,GO:0005215,transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0010980.1,GO:0016747,transferase activity, transferring acyl groups other than amino-acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011010.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011010.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0011040.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011040.1,GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011040.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011050.1,GO:0005525,GTP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011050.1,GO:0003924,GTPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011060.1,GO:0000981,sequence-specific DNA binding RNA polymerase II transcription factor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011060.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011060.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011060.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0011070.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011070.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011070.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011070.1,GO:0006561,proline biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011070.1,GO:0003842,1-pyrroline-5-carboxylate dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011070.1,GO:0016620,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011090.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011090.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011090.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011100.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011110.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011110.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0001130.1,GO:0006342,chromatin silencing,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001130.1,GO:0051287,NAD binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001130.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001130.1,GO:0016811,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001130.1,GO:0017136,NAD-dependent histone deacetylase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001130.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0001130.1,GO:0006476,protein deacetylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0001130.1,GO:0070403,NAD+ binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011120.1,GO:0003723,RNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011120.1,GO:0006396,RNA processing,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011130.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011130.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011140.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011140.1,GO:0006352,DNA-dependent transcription, initiation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011150.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011180.1,GO:0016881,acid-amino acid ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011190.1,GO:0015031,protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011190.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011200.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011240.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011240.1,GO:0006418,tRNA aminoacylation for protein translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011240.1,GO:0004812,aminoacyl-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011240.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011240.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011240.1,GO:0004815,aspartate-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011240.1,GO:0006422,aspartyl-tRNA aminoacylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011240.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0011250.1,GO:0031931,TORC1 complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0011250.1,GO:0031929,TOR signaling cascade,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011250.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011250.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011250.2,GO:0031929,TOR signaling cascade,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011250.2,GO:0031931,TORC1 complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0011250.2,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011250.2,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011260.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011300.1,GO:0005525,GTP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011300.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0011300.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0011310.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011310.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011320.1,GO:0005525,GTP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011360.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011380.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0011380.1,GO:0005509,calcium ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011400.1,GO:0030170,pyridoxal phosphate binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011400.1,GO:0009058,biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011400.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011410.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011440.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011440.1,GO:0008233,peptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011470.1,GO:0009103,lipopolysaccharide biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011480.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011490.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011510.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0011510.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011520.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011530.1,GO:0003725,double-stranded RNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011540.1,GO:0005839,proteasome core complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0011540.1,GO:0051603,proteolysis involved in cellular protein catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011540.1,GO:0004175,endopeptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011540.1,GO:0004298,threonine-type endopeptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011570.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011570.1,GO:0016747,transferase activity, transferring acyl groups other than amino-acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011570.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011570.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011630.1,GO:0010181,FMN binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011630.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011630.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011630.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011670.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011700.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011730.1,GO:0008233,peptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011730.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011770.1,GO:0004252,serine-type endopeptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011770.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011780.1,GO:0038032,termination of G-protein coupled receptor signaling pathway,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011800.1,GO:0006631,fatty acid metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011800.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011800.1,GO:0003997,acyl-CoA oxidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011800.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011800.1,GO:0005777,peroxisome,CELLULAR_COMPONENT
CHAFR746836.1.1_0011800.1,GO:0016627,oxidoreductase activity, acting on the CH-CH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011800.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011800.1,GO:0003995,acyl-CoA dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011800.1,GO:0006635,fatty acid beta-oxidation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011820.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0011820.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011840.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011850.1,GO:0008565,protein transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011850.1,GO:0015031,protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011850.1,GO:0005794,Golgi apparatus,CELLULAR_COMPONENT
CHAFR746836.1.1_0011850.1,GO:0016192,vesicle-mediated transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011850.1,GO:0030117,membrane coat,CELLULAR_COMPONENT
CHAFR746836.1.1_0011850.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011850.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011870.1,GO:0005783,endoplasmic reticulum,CELLULAR_COMPONENT
CHAFR746836.1.1_0011890.1,GO:0000439,core TFIIH complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0011890.1,GO:0006351,transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011890.1,GO:0006289,nucleotide-excision repair,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011900.1,GO:0006099,tricarboxylic acid cycle,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011900.1,GO:0030976,thiamine pyrophosphate binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011900.1,GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011900.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011900.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011900.1,GO:0016624,oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011920.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0011920.1,GO:0000981,sequence-specific DNA binding RNA polymerase II transcription factor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011920.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011920.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011920.1,GO:0006351,transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011920.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011940.1,GO:0003333,amino acid transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011940.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0011940.1,GO:0015171,amino acid transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011940.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011940.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011940.1,GO:0006865,amino acid transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011940.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0011950.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0011950.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011950.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011950.1,GO:0006351,transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011960.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011960.1,GO:0016747,transferase activity, transferring acyl groups other than amino-acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011960.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011970.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011970.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011980.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011980.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0011990.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0011990.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0012010.1,GO:0004814,arginine-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012010.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012010.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012010.1,GO:0006420,arginyl-tRNA aminoacylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012010.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0012010.1,GO:0004812,aminoacyl-tRNA ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012010.1,GO:0006418,tRNA aminoacylation for protein translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012040.1,GO:0046873,metal ion transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012040.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0012040.1,GO:0030001,metal ion transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012040.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012040.1,GO:0015095,magnesium ion transmembrane transporter activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012040.1,GO:0015693,magnesium ion transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012060.1,GO:0015935,small ribosomal subunit,CELLULAR_COMPONENT
CHAFR746836.1.1_0012060.1,GO:0006412,translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012060.1,GO:0003735,structural constituent of ribosome,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012060.1,GO:0003723,RNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012070.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012070.1,GO:0004190,aspartic-type endopeptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012090.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012090.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012090.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012090.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012110.1,GO:0003735,structural constituent of ribosome,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012110.1,GO:0006412,translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012110.1,GO:0005840,ribosome,CELLULAR_COMPONENT
CHAFR746836.1.1_0012140.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012140.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012140.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012140.1,GO:0004674,protein serine/threonine kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012140.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012150.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012150.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012150.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012160.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012160.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012160.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012160.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012170.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012170.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012170.1,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012170.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0012170.1,GO:0016614,oxidoreductase activity, acting on CH-OH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012170.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012190.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0012190.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0012190.1,GO:0000981,sequence-specific DNA binding RNA polymerase II transcription factor activity,MOLECULAR_FUNCTION
